id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
0100480,895.8810181410707,665.2945616686478,1,1,#d5ece6,300,900,300,600,18,0.006557104032318987,-0.00005648372158929271
0100510,895.7498175876551,918.9067199710818,2,2,#b394c9,300,900,900,900,19,0.003803104735421116,-0.005314212288548689
0100540,892.270148734474,670.9566614038289,2,2,#9ccadd,300,900,600,600,20,0.007436410024813773,0.0006509379613674972
0100600,974.6510367067544,989.1524847835229,2,2,#b394c9,300,900,900,900,21,0.013695695543093963,0.009198881795031531
0100630,971.102833310135,629.8982133705935,2,2,#d5ece6,300,900,300,600,22,0.0013646194816501513,0.0049948027402215165
0100660,994.3103096970141,807.0569605320082,2,2,#9ccadd,300,900,600,900,23,-0.007491233175724149,0.007849579496850358
0100690,880.5709398986364,1046.52709447732,2,1,#b394c9,300,900,900,900,24,0.012987983052999266,-0.002233331155525748
0100720,915.1156752102922,817.8580741500989,2,1,#b394c9,300,900,900,900,25,-0.004022846921835149,0.012130512152242845
0100750,1018.8748814180578,889.3747076214468,1,1,#9ccadd,300,900,600,900,26,-0.003087683952118547,-0.004782841984615407
0100780,855.9750094900165,578.0148482218503,1,1,#d5ece6,300,900,300,600,27,0.0031254589525850146,-0.011691008251043633
0100810,843.3999696676283,530.1926754001463,1,1,#9ccadd,300,900,600,600,28,-0.0008638245985044862,-0.00033529317012745316
